Area,Age,Ethnic group,Sex,Year at 30 June,Value,Flags
"Palmerston North city","20-24 years","Total people, ethnic group","Male","2001",4080,
"Palmerston North city","20-24 years","Total people, ethnic group","Female","2001",4120,
"Tararua district","20-24 years","Total people, ethnic group","Male","2001",410,
"Tararua district","20-24 years","Total people, ethnic group","Female","2001",350,
"Horowhenua district","20-24 years","Total people, ethnic group","Male","2001",650,
"Horowhenua district","20-24 years","Total people, ethnic group","Female","2001",660,
"Kapiti Coast district","20-24 years","Total people, ethnic group","Male","2001",780,
"Kapiti Coast district","20-24 years","Total people, ethnic group","Female","2001",700,
"Porirua city","20-24 years","Total people, ethnic group","Male","2001",1560,
"Porirua city","20-24 years","Total people, ethnic group","Female","2001",1590,
"Upper Hutt city","20-24 years","Total people, ethnic group","Male","2001",1210,
"Upper Hutt city","20-24 years","Total people, ethnic group","Female","2001",1090,
"Lower Hutt city","20-24 years","Total people, ethnic group","Male","2001",3120,
"Lower Hutt city","20-24 years","Total people, ethnic group","Female","2001",3140,
"Wellington city","20-24 years","Total people, ethnic group","Male","2001",7680,
"Wellington city","20-24 years","Total people, ethnic group","Female","2001",8650,
"Masterton district","20-24 years","Total people, ethnic group","Male","2001",560,
"Masterton district","20-24 years","Total people, ethnic group","Female","2001",550,
"Carterton district","20-24 years","Total people, ethnic group","Male","2001",130,
"Carterton district","20-24 years","Total people, ethnic group","Female","2001",120,
"South Wairarapa district","20-24 years","Total people, ethnic group","Male","2001",170,
"South Wairarapa district","20-24 years","Total people, ethnic group","Female","2001",170,
"Tasman district","20-24 years","Total people, ethnic group","Male","2001",940,
"Tasman district","20-24 years","Total people, ethnic group","Female","2001",880,
"Nelson city","20-24 years","Total people, ethnic group","Male","2001",1170,
"Nelson city","20-24 years","Total people, ethnic group","Female","2001",1140,
"Marlborough district","20-24 years","Total people, ethnic group","Male","2001",1030,
"Marlborough district","20-24 years","Total people, ethnic group","Female","2001",870,
"Kaikoura district","20-24 years","Total people, ethnic group","Male","2001",60,
"Kaikoura district","20-24 years","Total people, ethnic group","Female","2001",80,
"Buller district","20-24 years","Total people, ethnic group","Male","2001",200,
"Buller district","20-24 years","Total people, ethnic group","Female","2001",180,
"Grey district","20-24 years","Total people, ethnic group","Male","2001",290,
"Grey district","20-24 years","Total people, ethnic group","Female","2001",310,
"Westland district","20-24 years","Total people, ethnic group","Male","2001",210,
"Westland district","20-24 years","Total people, ethnic group","Female","2001",200,
"Hurunui district","20-24 years","Total people, ethnic group","Male","2001",230,
"Hurunui district","20-24 years","Total people, ethnic group","Female","2001",170,
"Waimakariri district","20-24 years","Total people, ethnic group","Male","2001",750,
"Waimakariri district","20-24 years","Total people, ethnic group","Female","2001",780,
"Christchurch city","20-24 years","Total people, ethnic group","Male","2001",12950,
"Christchurch city","20-24 years","Total people, ethnic group","Female","2001",13080,
"Selwyn district","20-24 years","Total people, ethnic group","Male","2001",1000,
"Selwyn district","20-24 years","Total people, ethnic group","Female","2001",650,
"Ashburton district","20-24 years","Total people, ethnic group","Male","2001",610,
"Ashburton district","20-24 years","Total people, ethnic group","Female","2001",520,
"Timaru district","20-24 years","Total people, ethnic group","Male","2001",1040,
"Timaru district","20-24 years","Total people, ethnic group","Female","2001",850,
"Mackenzie district","20-24 years","Total people, ethnic group","Male","2001",100,
"Mackenzie district","20-24 years","Total people, ethnic group","Female","2001",80,
"Waimate district","20-24 years","Total people, ethnic group","Male","2001",130,
"Waimate district","20-24 years","Total people, ethnic group","Female","2001",100,
"Chatham Islands territory","20-24 years","Total people, ethnic group","Male","2001",15,
"Chatham Islands territory","20-24 years","Total people, ethnic group","Female","2001",20,
"Waitaki district","20-24 years","Total people, ethnic group","Male","2001",380,
"Waitaki district","20-24 years","Total people, ethnic group","Female","2001",340,
"Central Otago district","20-24 years","Total people, ethnic group","Male","2001",320,
"Central Otago district","20-24 years","Total people, ethnic group","Female","2001",230,
"Queenstown-Lakes district","20-24 years","Total people, ethnic group","Male","2001",730,
"Queenstown-Lakes district","20-24 years","Total people, ethnic group","Female","2001",710,
"Dunedin city","20-24 years","Total people, ethnic group","Male","2001",6090,
"Dunedin city","20-24 years","Total people, ethnic group","Female","2001",6720,
"Clutha district","20-24 years","Total people, ethnic group","Male","2001",460,
"Clutha district","20-24 years","Total people, ethnic group","Female","2001",320,
"Southland district","20-24 years","Total people, ethnic group","Male","2001",820,
"Southland district","20-24 years","Total people, ethnic group","Female","2001",600,
"Gore district","20-24 years","Total people, ethnic group","Male","2001",320,
"Gore district","20-24 years","Total people, ethnic group","Female","2001",290,
"Invercargill city","20-24 years","Total people, ethnic group","Male","2001",1460,
"Invercargill city","20-24 years","Total people, ethnic group","Female","2001",1460,
"Area outside territorial authority","20-24 years","Total people, ethnic group","Male","2001",20,
"Area outside territorial authority","20-24 years","Total people, ethnic group","Female","2001",5,
"Far North district","25-29 years","Total people, ethnic group","Male","2001",1330,
"Far North district","25-29 years","Total people, ethnic group","Female","2001",1430,
"Whangarei district","25-29 years","Total people, ethnic group","Male","2001",1750,
"Whangarei district","25-29 years","Total people, ethnic group","Female","2001",1970,
"Kaipara district","25-29 years","Total people, ethnic group","Male","2001",450,
"Kaipara district","25-29 years","Total people, ethnic group","Female","2001",420,
"Auckland","25-29 years","Total people, ethnic group","Male","2001",43140,
"Auckland","25-29 years","Total people, ethnic group","Female","2001",46810,
"Thames-Coromandel district","25-29 years","Total people, ethnic group","Male","2001",550,
"Thames-Coromandel district","25-29 years","Total people, ethnic group","Female","2001",550,
"Hauraki district","25-29 years","Total people, ethnic group","Male","2001",400,
"Hauraki district","25-29 years","Total people, ethnic group","Female","2001",420,
"Waikato district","25-29 years","Total people, ethnic group","Male","2001",1390,
"Waikato district","25-29 years","Total people, ethnic group","Female","2001",1540,
"Matamata-Piako district","25-29 years","Total people, ethnic group","Male","2001",810,
"Matamata-Piako district","25-29 years","Total people, ethnic group","Female","2001",830,
"Hamilton city","25-29 years","Total people, ethnic group","Male","2001",4680,
"Hamilton city","25-29 years","Total people, ethnic group","Female","2001",4860,
"Waipa district","25-29 years","Total people, ethnic group","Male","2001",1120,
"Waipa district","25-29 years","Total people, ethnic group","Female","2001",1160,
"Otorohanga district","25-29 years","Total people, ethnic group","Male","2001",380,
"Otorohanga district","25-29 years","Total people, ethnic group","Female","2001",240,
"South Waikato district","25-29 years","Total people, ethnic group","Male","2001",720,
"South Waikato district","25-29 years","Total people, ethnic group","Female","2001",760,
"Waitomo district","25-29 years","Total people, ethnic group","Male","2001",300,
"Waitomo district","25-29 years","Total people, ethnic group","Female","2001",250,
"Taupo district","25-29 years","Total people, ethnic group","Male","2001",1010,
"Taupo district","25-29 years","Total people, ethnic group","Female","2001",980,
"Western Bay of Plenty district","25-29 years","Total people, ethnic group","Male","2001",790,
"Western Bay of Plenty district","25-29 years","Total people, ethnic group","Female","2001",850,
"Tauranga city","25-29 years","Total people, ethnic group","Male","2001",2540,
"Tauranga city","25-29 years","Total people, ethnic group","Female","2001",2890,
"Rotorua district","25-29 years","Total people, ethnic group","Male","2001",2070,
"Rotorua district","25-29 years","Total people, ethnic group","Female","2001",2310,
"Whakatane district","25-29 years","Total people, ethnic group","Male","2001",980,
"Whakatane district","25-29 years","Total people, ethnic group","Female","2001",1050,
"Kawerau district","25-29 years","Total people, ethnic group","Male","2001",190,
"Kawerau district","25-29 years","Total people, ethnic group","Female","2001",250,
"Opotiki district","25-29 years","Total people, ethnic group","Male","2001",220,
"Opotiki district","25-29 years","Total people, ethnic group","Female","2001",220,
"Gisborne district","25-29 years","Total people, ethnic group","Male","2001",1350,
"Gisborne district","25-29 years","Total people, ethnic group","Female","2001",1400,
"Wairoa district","25-29 years","Total people, ethnic group","Male","2001",240,
"Wairoa district","25-29 years","Total people, ethnic group","Female","2001",260,
"Hastings district","25-29 years","Total people, ethnic group","Male","2001",1940,
