Area,Age,Ethnic group,Sex,Year at 30 June,Value,Flags
"Wanganui district","5-9 years","Total people, ethnic group","Male","2001",1800,
"Wanganui district","5-9 years","Total people, ethnic group","Female","2001",1670,
"Rangitikei district","5-9 years","Total people, ethnic group","Male","2001",690,
"Rangitikei district","5-9 years","Total people, ethnic group","Female","2001",620,
"Manawatu district","5-9 years","Total people, ethnic group","Male","2001",1130,
"Manawatu district","5-9 years","Total people, ethnic group","Female","2001",1060,
"Palmerston North city","5-9 years","Total people, ethnic group","Male","2001",2740,
"Palmerston North city","5-9 years","Total people, ethnic group","Female","2001",2600,
"Tararua district","5-9 years","Total people, ethnic group","Male","2001",850,
"Tararua district","5-9 years","Total people, ethnic group","Female","2001",800,
"Horowhenua district","5-9 years","Total people, ethnic group","Male","2001",1200,
"Horowhenua district","5-9 years","Total people, ethnic group","Female","2001",1160,
"Kapiti Coast district","5-9 years","Total people, ethnic group","Male","2001",1600,
"Kapiti Coast district","5-9 years","Total people, ethnic group","Female","2001",1540,
"Porirua city","5-9 years","Total people, ethnic group","Male","2001",2380,
"Porirua city","5-9 years","Total people, ethnic group","Female","2001",2270,
"Upper Hutt city","5-9 years","Total people, ethnic group","Male","2001",1510,
"Upper Hutt city","5-9 years","Total people, ethnic group","Female","2001",1450,
"Lower Hutt city","5-9 years","Total people, ethnic group","Male","2001",4090,
"Lower Hutt city","5-9 years","Total people, ethnic group","Female","2001",3830,
"Wellington city","5-9 years","Total people, ethnic group","Male","2001",5270,
"Wellington city","5-9 years","Total people, ethnic group","Female","2001",5050,
"Masterton district","5-9 years","Total people, ethnic group","Male","2001",920,
"Masterton district","5-9 years","Total people, ethnic group","Female","2001",900,
"Carterton district","5-9 years","Total people, ethnic group","Male","2001",270,
"Carterton district","5-9 years","Total people, ethnic group","Female","2001",240,
"South Wairarapa district","5-9 years","Total people, ethnic group","Male","2001",350,
"South Wairarapa district","5-9 years","Total people, ethnic group","Female","2001",340,
"Tasman district","5-9 years","Total people, ethnic group","Male","2001",1800,
"Tasman district","5-9 years","Total people, ethnic group","Female","2001",1560,
"Nelson city","5-9 years","Total people, ethnic group","Male","2001",1530,
"Nelson city","5-9 years","Total people, ethnic group","Female","2001",1410,
"Marlborough district","5-9 years","Total people, ethnic group","Male","2001",1470,
"Marlborough district","5-9 years","Total people, ethnic group","Female","2001",1430,
"Kaikoura district","5-9 years","Total people, ethnic group","Male","2001",120,
"Kaikoura district","5-9 years","Total people, ethnic group","Female","2001",120,
"Buller district","5-9 years","Total people, ethnic group","Male","2001",410,
"Buller district","5-9 years","Total people, ethnic group","Female","2001",380,
"Grey district","5-9 years","Total people, ethnic group","Male","2001",530,
"Grey district","5-9 years","Total people, ethnic group","Female","2001",550,
"Westland district","5-9 years","Total people, ethnic group","Male","2001",340,
"Westland district","5-9 years","Total people, ethnic group","Female","2001",300,
"Hurunui district","5-9 years","Total people, ethnic group","Male","2001",420,
"Hurunui district","5-9 years","Total people, ethnic group","Female","2001",400,
"Waimakariri district","5-9 years","Total people, ethnic group","Male","2001",1550,
"Waimakariri district","5-9 years","Total people, ethnic group","Female","2001",1530,
"Christchurch city","5-9 years","Total people, ethnic group","Male","2001",10920,
"Christchurch city","5-9 years","Total people, ethnic group","Female","2001",10480,
"Selwyn district","5-9 years","Total people, ethnic group","Male","2001",1130,
"Selwyn district","5-9 years","Total people, ethnic group","Female","2001",1120,
"Ashburton district","5-9 years","Total people, ethnic group","Male","2001",980,
"Ashburton district","5-9 years","Total people, ethnic group","Female","2001",890,
"Timaru district","5-9 years","Total people, ethnic group","Male","2001",1570,
"Timaru district","5-9 years","Total people, ethnic group","Female","2001",1470,
"Mackenzie district","5-9 years","Total people, ethnic group","Male","2001",140,
"Mackenzie district","5-9 years","Total people, ethnic group","Female","2001",130,
"Waimate district","5-9 years","Total people, ethnic group","Male","2001",320,
"Waimate district","5-9 years","Total people, ethnic group","Female","2001",240,
"Chatham Islands territory","5-9 years","Total people, ethnic group","Male","2001",45,
"Chatham Islands territory","5-9 years","Total people, ethnic group","Female","2001",25,
"Waitaki district","5-9 years","Total people, ethnic group","Male","2001",700,
"Waitaki district","5-9 years","Total people, ethnic group","Female","2001",660,
"Central Otago district","5-9 years","Total people, ethnic group","Male","2001",520,
"Central Otago district","5-9 years","Total people, ethnic group","Female","2001",490,
"Queenstown-Lakes district","5-9 years","Total people, ethnic group","Male","2001",560,
"Queenstown-Lakes district","5-9 years","Total people, ethnic group","Female","2001",510,
"Dunedin city","5-9 years","Total people, ethnic group","Male","2001",3750,
"Dunedin city","5-9 years","Total people, ethnic group","Female","2001",3430,
"Clutha district","5-9 years","Total people, ethnic group","Male","2001",740,
"Clutha district","5-9 years","Total people, ethnic group","Female","2001",720,
"Southland district","5-9 years","Total people, ethnic group","Male","2001",1300,
"Southland district","5-9 years","Total people, ethnic group","Female","2001",1070,
"Gore district","5-9 years","Total people, ethnic group","Male","2001",500,
"Gore district","5-9 years","Total people, ethnic group","Female","2001",480,
"Invercargill city","5-9 years","Total people, ethnic group","Male","2001",1950,
"Invercargill city","5-9 years","Total people, ethnic group","Female","2001",1780,
"Area outside territorial authority","5-9 years","Total people, ethnic group","Male","2001",0,
"Area outside territorial authority","5-9 years","Total people, ethnic group","Female","2001",5,
"Far North district","10-14 years","Total people, ethnic group","Male","2001",2740,
"Far North district","10-14 years","Total people, ethnic group","Female","2001",2610,
"Whangarei district","10-14 years","Total people, ethnic group","Male","2001",3160,
"Whangarei district","10-14 years","Total people, ethnic group","Female","2001",2880,
"Kaipara district","10-14 years","Total people, ethnic group","Male","2001",820,
"Kaipara district","10-14 years","Total people, ethnic group","Female","2001",810,
"Auckland","10-14 years","Total people, ethnic group","Male","2001",47060,
"Auckland","10-14 years","Total people, ethnic group","Female","2001",44960,
"Thames-Coromandel district","10-14 years","Total people, ethnic group","Male","2001",920,
"Thames-Coromandel district","10-14 years","Total people, ethnic group","Female","2001",900,
"Hauraki district","10-14 years","Total people, ethnic group","Male","2001",860,
"Hauraki district","10-14 years","Total people, ethnic group","Female","2001",800,
"Waikato district","10-14 years","Total people, ethnic group","Male","2001",2570,
"Waikato district","10-14 years","Total people, ethnic group","Female","2001",2390,
"Matamata-Piako district","10-14 years","Total people, ethnic group","Male","2001",1320,
"Matamata-Piako district","10-14 years","Total people, ethnic group","Female","2001",1320,
"Hamilton city","10-14 years","Total people, ethnic group","Male","2001",4600,
"Hamilton city","10-14 years","Total people, ethnic group","Female","2001",4560,
"Waipa district","10-14 years","Total people, ethnic group","Male","2001",1760,
"Waipa district","10-14 years","Total people, ethnic group","Female","2001",1690,
"Otorohanga district","10-14 years","Total people, ethnic group","Male","2001",410,
"Otorohanga district","10-14 years","Total people, ethnic group","Female","2001",440,
"South Waikato district","10-14 years","Total people, ethnic group","Male","2001",1150,
"South Waikato district","10-14 years","Total people, ethnic group","Female","2001",1190,
"Waitomo district","10-14 years","Total people, ethnic group","Male","2001",420,
"Waitomo district","10-14 years","Total people, ethnic group","Female","2001",440,
"Taupo district","10-14 years","Total people, ethnic group","Male","2001",1360,
"Taupo district","10-14 years","Total people, ethnic group","Female","2001",1300,
"Western Bay of Plenty district","10-14 years","Total people, ethnic group","Male","2001",1780,
"Western Bay of Plenty district","10-14 years","Total people, ethnic group","Female","2001",1720,
"Tauranga city","10-14 years","Total people, ethnic group","Male","2001",3480,
"Tauranga city","10-14 years","Total people, ethnic group","Female","2001",3470,
"Rotorua district","10-14 years","Total people, ethnic group","Male","2001",2970,
"Rotorua district","10-14 years","Total people, ethnic group","Female","2001",2870,
"Whakatane district","10-14 years","Total people, ethnic group","Male","2001",1660,
"Whakatane district","10-14 years","Total people, ethnic group","Female","2001",1600,
"Kawerau district","10-14 years","Total people, ethnic group","Male","2001",390,
"Kawerau district","10-14 years","Total people, ethnic group","Female","2001",390,
"Opotiki district","10-14 years","Total people, ethnic group","Male","2001",490,
"Opotiki district","10-14 years","Total people, ethnic group","Female","2001",470,
"Gisborne district","10-14 years","Total people, ethnic group","Male","2001",2210,
"Gisborne district","10-14 years","Total people, ethnic group","Female","2001",2100,
"Wairoa district","10-14 years","Total people, ethnic group","Male","2001",430,
"Wairoa district","10-14 years","Total people, ethnic group","Female","2001",460,
"Hastings district","10-14 years","Total people, ethnic group","Male","2001",3180,
"Hastings district","10-14 years","Total people, ethnic group","Female","2001",3050,
"Napier city","10-14 years","Total people, ethnic group","Male","2001",2180,
"Napier city","10-14 years","Total people, ethnic group","Female","2001",2150,
"Central Hawke's Bay district","10-14 years","Total people, ethnic group","Male","2001",620,
"Central Hawke's Bay district","10-14 years","Total people, ethnic group","Female","2001",590,
"New Plymouth district","10-14 years","Total people, ethnic group","Male","2001",2980,
"New Plymouth district","10-14 years","Total people, ethnic group","Female","2001",2770,
"Stratford district","10-14 years","Total people, ethnic group","Male","2001",420,
"Stratford district","10-14 years","Total people, ethnic group","Female","2001",450,
"South Taranaki district","10-14 years","Total people, ethnic group","Male","2001",1310,
"South Taranaki district","10-14 years","Total people, ethnic group","Female","2001",1210,
"Ruapehu district","10-14 years","Total people, ethnic group","Male","2001",730,
"Ruapehu district","10-14 years","Total people, ethnic group","Female","2001",640,
"Wanganui district","10-14 years","Total people, ethnic group","Male","2001",1940,
"Wanganui district","10-14 years","Total people, ethnic group","Female","2001",1840,
"Rangitikei district","10-14 years","Total people, ethnic group","Male","2001",720,
"Rangitikei district","10-14 years","Total people, ethnic group","Female","2001",680,
"Manawatu district","10-14 years","Total people, ethnic group","Male","2001",1210,
"Manawatu district","10-14 years","Total people, ethnic group","Female","2001",1100,
"Palmerston North city","10-14 years","Total people, ethnic group","Male","2001",2740,
"Palmerston North city","10-14 years","Total people, ethnic group","Female","2001",2850,
"Tararua district","10-14 years","Total people, ethnic group","Male","2001",860,
"Tararua district","10-14 years","Total people, ethnic group","Female","2001",790,
"Horowhenua district","10-14 years","Total people, ethnic group","Male","2001",1280,
"Horowhenua district","10-14 years","Total people, ethnic group","Female","2001",1190,
"Kapiti Coast district","10-14 years","Total people, ethnic group","Male","2001",1690,
"Kapiti Coast district","10-14 years","Total people, ethnic group","Female","2001",1660,
"Porirua city","10-14 years","Total people, ethnic group","Male","2001",2370,
"Porirua city","10-14 years","Total people, ethnic group","Female","2001",2120,
"Upper Hutt city","10-14 years","Total people, ethnic group","Male","2001",1600,
"Upper Hutt city","10-14 years","Total people, ethnic group","Female","2001",1420,
"Lower Hutt city","10-14 years","Total people, ethnic group","Male","2001",4110,
"Lower Hutt city","10-14 years","Total people, ethnic group","Female","2001",3870,
"Wellington city","10-14 years","Total people, ethnic group","Male","2001",5080,
"Wellington city","10-14 years","Total people, ethnic group","Female","2001",4960,
"Masterton district","10-14 years","Total people, ethnic group","Male","2001",960,
"Masterton district","10-14 years","Total people, ethnic group","Female","2001",980,
"Carterton district","10-14 years","Total people, ethnic group","Male","2001",290,
"Carterton district","10-14 years","Total people, ethnic group","Female","2001",320,
"South Wairarapa district","10-14 years","Total people, ethnic group","Male","2001",370,
"South Wairarapa district","10-14 years","Total people, ethnic group","Female","2001",320,
"Tasman district","10-14 years","Total people, ethnic group","Male","2001",1760,
"Tasman district","10-14 years","Total people, ethnic group","Female","2001",1740,
"Nelson city","10-14 years","Total people, ethnic group","Male","2001",1690,
"Nelson city","10-14 years","Total people, ethnic group","Female","2001",1610,
"Marlborough district","10-14 years","Total people, ethnic group","Male","2001",1600,
"Marlborough district","10-14 years","Total people, ethnic group","Female","2001",1460,
"Kaikoura district","10-14 years","Total people, ethnic group","Male","2001",120,
"Kaikoura district","10-14 years","Total people, ethnic group","Female","2001",140,
"Buller district","10-14 years","Total people, ethnic group","Male","2001",420,
"Buller district","10-14 years","Total people, ethnic group","Female","2001",410,
"Grey district","10-14 years","Total people, ethnic group","Male","2001",530,
"Grey district","10-14 years","Total people, ethnic group","Female","2001",540,
"Westland district","10-14 years","Total people, ethnic group","Male","2001",290,
"Westland district","10-14 years","Total people, ethnic group","Female","2001",290,
"Hurunui district","10-14 years","Total people, ethnic group","Male","2001",430,
"Hurunui district","10-14 years","Total people, ethnic group","Female","2001",430,
"Waimakariri district","10-14 years","Total people, ethnic group","Male","2001",1620,
"Waimakariri district","10-14 years","Total people, ethnic group","Female","2001",1400,
"Christchurch city","10-14 years","Total people, ethnic group","Male","2001",11310,
"Christchurch city","10-14 years","Total people, ethnic group","Female","2001",10740,
"Selwyn district","10-14 years","Total people, ethnic group","Male","2001",1180,
"Selwyn district","10-14 years","Total people, ethnic group","Female","2001",1150,
"Ashburton district","10-14 years","Total people, ethnic group","Male","2001",1030,
"Ashburton district","10-14 years","Total people, ethnic group","Female","2001",950,
"Timaru district","10-14 years","Total people, ethnic group","Male","2001",1670,
"Timaru district","10-14 years","Total people, ethnic group","Female","2001",1610,
"Mackenzie district","10-14 years","Total people, ethnic group","Male","2001",150,
"Mackenzie district","10-14 years","Total people, ethnic group","Female","2001",140,
"Waimate district","10-14 years","Total people, ethnic group","Male","2001",290,
"Waimate district","10-14 years","Total people, ethnic group","Female","2001",280,
"Chatham Islands territory","10-14 years","Total people, ethnic group","Male","2001",30,
"Chatham Islands territory","10-14 years","Total people, ethnic group","Female","2001",20,
"Waitaki district","10-14 years","Total people, ethnic group","Male","2001",820,
"Waitaki district","10-14 years","Total people, ethnic group","Female","2001",710,
"Central Otago district","10-14 years","Total people, ethnic group","Male","2001",550,
"Central Otago district","10-14 years","Total people, ethnic group","Female","2001",530,
"Queenstown-Lakes district","10-14 years","Total people, ethnic group","Male","2001",480,
"Queenstown-Lakes district","10-14 years","Total people, ethnic group","Female","2001",510,
"Dunedin city","10-14 years","Total people, ethnic group","Male","2001",3990,
"Dunedin city","10-14 years","Total people, ethnic group","Female","2001",3730,
"Clutha district","10-14 years","Total people, ethnic group","Male","2001",730,
"Clutha district","10-14 years","Total people, ethnic group","Female","2001",600,
"Southland district","10-14 years","Total people, ethnic group","Male","2001",1300,
"Southland district","10-14 years","Total people, ethnic group","Female","2001",1180,
"Gore district","10-14 years","Total people, ethnic group","Male","2001",530,
"Gore district","10-14 years","Total people, ethnic group","Female","2001",510,
"Invercargill city","10-14 years","Total people, ethnic group","Male","2001",2050,
"Invercargill city","10-14 years","Total people, ethnic group","Female","2001",1940,
"Area outside territorial authority","10-14 years","Total people, ethnic group","Male","2001",0,
"Area outside territorial authority","10-14 years","Total people, ethnic group","Female","2001",5,
"Far North district","15-19 years","Total people, ethnic group","Male","2001",2000,
"Far North district","15-19 years","Total people, ethnic group","Female","2001",1770,
"Whangarei district","15-19 years","Total people, ethnic group","Male","2001",2500,
"Whangarei district","15-19 years","Total people, ethnic group","Female","2001",2310,
"Kaipara district","15-19 years","Total people, ethnic group","Male","2001",650,
"Kaipara district","15-19 years","Total people, ethnic group","Female","2001",560,
"Auckland","15-19 years","Total people, ethnic group","Male","2001",44320,
"Auckland","15-19 years","Total people, ethnic group","Female","2001",43170,
"Thames-Coromandel district","15-19 years","Total people, ethnic group","Male","2001",670,
"Thames-Coromandel district","15-19 years","Total people, ethnic group","Female","2001",630,
"Hauraki district","15-19 years","Total people, ethnic group","Male","2001",660,
"Hauraki district","15-19 years","Total people, ethnic group","Female","2001",520,
"Waikato district","15-19 years","Total people, ethnic group","Male","2001",2080,
"Waikato district","15-19 years","Total people, ethnic group","Female","2001",1850,
"Matamata-Piako district","15-19 years","Total people, ethnic group","Male","2001",1120,
"Matamata-Piako district","15-19 years","Total people, ethnic group","Female","2001",1070,
"Hamilton city","15-19 years","Total people, ethnic group","Male","2001",5270,
"Hamilton city","15-19 years","Total people, ethnic group","Female","2001",5340,
"Waipa district","15-19 years","Total people, ethnic group","Male","2001",1500,
"Waipa district","15-19 years","Total people, ethnic group","Female","2001",1390,
"Otorohanga district","15-19 years","Total people, ethnic group","Male","2001",440,
"Otorohanga district","15-19 years","Total people, ethnic group","Female","2001",320,
"South Waikato district","15-19 years","Total people, ethnic group","Male","2001",900,
"South Waikato district","15-19 years","Total people, ethnic group","Female","2001",800,
"Waitomo district","15-19 years","Total people, ethnic group","Male","2001",390,
"Waitomo district","15-19 years","Total people, ethnic group","Female","2001",340,
"Taupo district","15-19 years","Total people, ethnic group","Male","2001",1080,
"Taupo district","15-19 years","Total people, ethnic group","Female","2001",1040,
"Western Bay of Plenty district","15-19 years","Total people, ethnic group","Male","2001",1280,
"Western Bay of Plenty district","15-19 years","Total people, ethnic group","Female","2001",1220,
"Tauranga city","15-19 years","Total people, ethnic group","Male","2001",3140,
"Tauranga city","15-19 years","Total people, ethnic group","Female","2001",3020,
"Rotorua district","15-19 years","Total people, ethnic group","Male","2001",2540,
"Rotorua district","15-19 years","Total people, ethnic group","Female","2001",2420,
"Whakatane district","15-19 years","Total people, ethnic group","Male","2001",1240,
"Whakatane district","15-19 years","Total people, ethnic group","Female","2001",1140,
"Kawerau district","15-19 years","Total people, ethnic group","Male","2001",260,
"Kawerau district","15-19 years","Total people, ethnic group","Female","2001",230,
"Opotiki district","15-19 years","Total people, ethnic group","Male","2001",340,
"Opotiki district","15-19 years","Total people, ethnic group","Female","2001",310,
"Gisborne district","15-19 years","Total people, ethnic group","Male","2001",1690,
"Gisborne district","15-19 years","Total people, ethnic group","Female","2001",1670,
"Wairoa district","15-19 years","Total people, ethnic group","Male","2001",330,
"Wairoa district","15-19 years","Total people, ethnic group","Female","2001",310,
"Hastings district","15-19 years","Total people, ethnic group","Male","2001",2590,
"Hastings district","15-19 years","Total people, ethnic group","Female","2001",2300,
"Napier city","15-19 years","Total people, ethnic group","Male","2001",1890,
"Napier city","15-19 years","Total people, ethnic group","Female","2001",1910,
"Central Hawke's Bay district","15-19 years","Total people, ethnic group","Male","2001",550,
"Central Hawke's Bay district","15-19 years","Total people, ethnic group","Female","2001",430,
"New Plymouth district","15-19 years","Total people, ethnic group","Male","2001",2510,
"New Plymouth district","15-19 years","Total people, ethnic group","Female","2001",2330,
"Stratford district","15-19 years","Total people, ethnic group","Male","2001",350,
"Stratford district","15-19 years","Total people, ethnic group","Female","2001",320,
"South Taranaki district","15-19 years","Total people, ethnic group","Male","2001",1040,
"South Taranaki district","15-19 years","Total people, ethnic group","Female","2001",940,
"Ruapehu district","15-19 years","Total people, ethnic group","Male","2001",580,
"Ruapehu district","15-19 years","Total people, ethnic group","Female","2001",470,
"Wanganui district","15-19 years","Total people, ethnic group","Male","2001",1600,
"Wanganui district","15-19 years","Total people, ethnic group","Female","2001",1580,
"Rangitikei district","15-19 years","Total people, ethnic group","Male","2001",570,
"Rangitikei district","15-19 years","Total people, ethnic group","Female","2001",520,
"Manawatu district","15-19 years","Total people, ethnic group","Male","2001",1000,
"Manawatu district","15-19 years","Total people, ethnic group","Female","2001",860,
"Palmerston North city","15-19 years","Total people, ethnic group","Male","2001",3370,
"Palmerston North city","15-19 years","Total people, ethnic group","Female","2001",3480,
"Tararua district","15-19 years","Total people, ethnic group","Male","2001",710,
"Tararua district","15-19 years","Total people, ethnic group","Female","2001",570,
"Horowhenua district","15-19 years","Total people, ethnic group","Male","2001",980,
"Horowhenua district","15-19 years","Total people, ethnic group","Female","2001",940,
"Kapiti Coast district","15-19 years","Total people, ethnic group","Male","2001",1220,
"Kapiti Coast district","15-19 years","Total people, ethnic group","Female","2001",1200,
"Porirua city","15-19 years","Total people, ethnic group","Male","2001",1990,
"Porirua city","15-19 years","Total people, ethnic group","Female","2001",1820,
"Upper Hutt city","15-19 years","Total people, ethnic group","Male","2001",1470,
"Upper Hutt city","15-19 years","Total people, ethnic group","Female","2001",1280,
"Lower Hutt city","15-19 years","Total people, ethnic group","Male","2001",3530,
"Lower Hutt city","15-19 years","Total people, ethnic group","Female","2001",3340,
"Wellington city","15-19 years","Total people, ethnic group","Male","2001",5430,
"Wellington city","15-19 years","Total people, ethnic group","Female","2001",5820,
"Masterton district","15-19 years","Total people, ethnic group","Male","2001",910,
"Masterton district","15-19 years","Total people, ethnic group","Female","2001",790,
"Carterton district","15-19 years","Total people, ethnic group","Male","2001",260,
"Carterton district","15-19 years","Total people, ethnic group","Female","2001",200,
"South Wairarapa district","15-19 years","Total people, ethnic group","Male","2001",260,
"South Wairarapa district","15-19 years","Total people, ethnic group","Female","2001",240,
"Tasman district","15-19 years","Total people, ethnic group","Male","2001",1410,
"Tasman district","15-19 years","Total people, ethnic group","Female","2001",1260,
"Nelson city","15-19 years","Total people, ethnic group","Male","2001",1490,
"Nelson city","15-19 years","Total people, ethnic group","Female","2001",1470,
"Marlborough district","15-19 years","Total people, ethnic group","Male","2001",1350,
"Marlborough district","15-19 years","Total people, ethnic group","Female","2001",1240,
"Kaikoura district","15-19 years","Total people, ethnic group","Male","2001",110,
"Kaikoura district","15-19 years","Total people, ethnic group","Female","2001",120,
"Buller district","15-19 years","Total people, ethnic group","Male","2001",330,
"Buller district","15-19 years","Total people, ethnic group","Female","2001",220,
"Grey district","15-19 years","Total people, ethnic group","Male","2001",440,
"Grey district","15-19 years","Total people, ethnic group","Female","2001",370,
"Westland district","15-19 years","Total people, ethnic group","Male","2001",230,
"Westland district","15-19 years","Total people, ethnic group","Female","2001",240,
"Hurunui district","15-19 years","Total people, ethnic group","Male","2001",290,
"Hurunui district","15-19 years","Total people, ethnic group","Female","2001",270,
"Waimakariri district","15-19 years","Total people, ethnic group","Male","2001",1200,
"Waimakariri district","15-19 years","Total people, ethnic group","Female","2001",1120,
"Christchurch city","15-19 years","Total people, ethnic group","Male","2001",12320,
"Christchurch city","15-19 years","Total people, ethnic group","Female","2001",12140,
"Selwyn district","15-19 years","Total people, ethnic group","Male","2001",1190,
"Selwyn district","15-19 years","Total people, ethnic group","Female","2001",1010,
"Ashburton district","15-19 years","Total people, ethnic group","Male","2001",870,
"Ashburton district","15-19 years","Total people, ethnic group","Female","2001",710,
"Timaru district","15-19 years","Total people, ethnic group","Male","2001",1370,
"Timaru district","15-19 years","Total people, ethnic group","Female","2001",1360,
"Mackenzie district","15-19 years","Total people, ethnic group","Male","2001",110,
"Mackenzie district","15-19 years","Total people, ethnic group","Female","2001",120,
"Waimate district","15-19 years","Total people, ethnic group","Male","2001",240,
"Waimate district","15-19 years","Total people, ethnic group","Female","2001",180,
"Chatham Islands territory","15-19 years","Total people, ethnic group","Male","2001",30,
"Chatham Islands territory","15-19 years","Total people, ethnic group","Female","2001",20,
"Waitaki district","15-19 years","Total people, ethnic group","Male","2001",660,
"Waitaki district","15-19 years","Total people, ethnic group","Female","2001",590,
"Central Otago district","15-19 years","Total people, ethnic group","Male","2001",480,
"Central Otago district","15-19 years","Total people, ethnic group","Female","2001",370,
"Queenstown-Lakes district","15-19 years","Total people, ethnic group","Male","2001",510,
"Queenstown-Lakes district","15-19 years","Total people, ethnic group","Female","2001",470,
"Dunedin city","15-19 years","Total people, ethnic group","Male","2001",5540,
"Dunedin city","15-19 years","Total people, ethnic group","Female","2001",6320,
"Clutha district","15-19 years","Total people, ethnic group","Male","2001",680,
"Clutha district","15-19 years","Total people, ethnic group","Female","2001",490,
"Southland district","15-19 years","Total people, ethnic group","Male","2001",1080,
"Southland district","15-19 years","Total people, ethnic group","Female","2001",900,
"Gore district","15-19 years","Total people, ethnic group","Male","2001",490,
"Gore district","15-19 years","Total people, ethnic group","Female","2001",390,
"Invercargill city","15-19 years","Total people, ethnic group","Male","2001",1840,
"Invercargill city","15-19 years","Total people, ethnic group","Female","2001",1980,
"Area outside territorial authority","15-19 years","Total people, ethnic group","Male","2001",5,
"Area outside territorial authority","15-19 years","Total people, ethnic group","Female","2001",0,
"Far North district","20-24 years","Total people, ethnic group","Male","2001",1210,
"Far North district","20-24 years","Total people, ethnic group","Female","2001",1160,
"Whangarei district","20-24 years","Total people, ethnic group","Male","2001",1650,
"Whangarei district","20-24 years","Total people, ethnic group","Female","2001",1740,
"Kaipara district","20-24 years","Total people, ethnic group","Male","2001",380,
"Kaipara district","20-24 years","Total people, ethnic group","Female","2001",350,
"Auckland","20-24 years","Total people, ethnic group","Male","2001",43910,
"Auckland","20-24 years","Total people, ethnic group","Female","2001",44550,
"Thames-Coromandel district","20-24 years","Total people, ethnic group","Male","2001",460,
"Thames-Coromandel district","20-24 years","Total people, ethnic group","Female","2001",390,
"Hauraki district","20-24 years","Total people, ethnic group","Male","2001",380,
"Hauraki district","20-24 years","Total people, ethnic group","Female","2001",310,
"Waikato district","20-24 years","Total people, ethnic group","Male","2001",1410,
"Waikato district","20-24 years","Total people, ethnic group","Female","2001",1330,
"Matamata-Piako district","20-24 years","Total people, ethnic group","Male","2001",760,
"Matamata-Piako district","20-24 years","Total people, ethnic group","Female","2001",650,
"Hamilton city","20-24 years","Total people, ethnic group","Male","2001",5720,
"Hamilton city","20-24 years","Total people, ethnic group","Female","2001",6150,
"Waipa district","20-24 years","Total people, ethnic group","Male","2001",1010,
"Waipa district","20-24 years","Total people, ethnic group","Female","2001",940,
"Otorohanga district","20-24 years","Total people, ethnic group","Male","2001",440,
"Otorohanga district","20-24 years","Total people, ethnic group","Female","2001",180,
"South Waikato district","20-24 years","Total people, ethnic group","Male","2001",680,
"South Waikato district","20-24 years","Total people, ethnic group","Female","2001",620,
"Waitomo district","20-24 years","Total people, ethnic group","Male","2001",260,
"Waitomo district","20-24 years","Total people, ethnic group","Female","2001",250,
"Taupo district","20-24 years","Total people, ethnic group","Male","2001",920,
"Taupo district","20-24 years","Total people, ethnic group","Female","2001",850,
"Western Bay of Plenty district","20-24 years","Total people, ethnic group","Male","2001",740,
"Western Bay of Plenty district","20-24 years","Total people, ethnic group","Female","2001",620,
"Tauranga city","20-24 years","Total people, ethnic group","Male","2001",2300,
"Tauranga city","20-24 years","Total people, ethnic group","Female","2001",2320,
"Rotorua district","20-24 years","Total people, ethnic group","Male","2001",1990,
"Rotorua district","20-24 years","Total people, ethnic group","Female","2001",2090,
"Whakatane district","20-24 years","Total people, ethnic group","Male","2001",900,
"Whakatane district","20-24 years","Total people, ethnic group","Female","2001",910,
"Kawerau district","20-24 years","Total people, ethnic group","Male","2001",200,
"Kawerau district","20-24 years","Total people, ethnic group","Female","2001",210,
"Opotiki district","20-24 years","Total people, ethnic group","Male","2001",220,
"Opotiki district","20-24 years","Total people, ethnic group","Female","2001",210,
"Gisborne district","20-24 years","Total people, ethnic group","Male","2001",1160,
"Gisborne district","20-24 years","Total people, ethnic group","Female","2001",1230,
"Wairoa district","20-24 years","Total people, ethnic group","Male","2001",240,
"Wairoa district","20-24 years","Total people, ethnic group","Female","2001",230,
"Hastings district","20-24 years","Total people, ethnic group","Male","2001",1900,
"Hastings district","20-24 years","Total people, ethnic group","Female","2001",1750,
"Napier city","20-24 years","Total people, ethnic group","Male","2001",1480,
"Napier city","20-24 years","Total people, ethnic group","Female","2001",1480,
"Central Hawke's Bay district","20-24 years","Total people, ethnic group","Male","2001",330,
"Central Hawke's Bay district","20-24 years","Total people, ethnic group","Female","2001",270,
"New Plymouth district","20-24 years","Total people, ethnic group","Male","2001",1800,
"New Plymouth district","20-24 years","Total people, ethnic group","Female","2001",1700,
"Stratford district","20-24 years","Total people, ethnic group","Male","2001",240,
"Stratford district","20-24 years","Total people, ethnic group","Female","2001",240,
"South Taranaki district","20-24 years","Total people, ethnic group","Male","2001",810,
"South Taranaki district","20-24 years","Total people, ethnic group","Female","2001",700,
"Ruapehu district","20-24 years","Total people, ethnic group","Male","2001",520,
"Ruapehu district","20-24 years","Total people, ethnic group","Female","2001",400,
"Wanganui district","20-24 years","Total people, ethnic group","Male","2001",1210,
"Wanganui district","20-24 years","Total people, ethnic group","Female","2001",1160,
"Rangitikei district","20-24 years","Total people, ethnic group","Male","2001",400,
"Rangitikei district","20-24 years","Total people, ethnic group","Female","2001",330,
"Manawatu district","20-24 years","Total people, ethnic group","Male","2001",690,
"Manawatu district","20-24 years","Total people, ethnic group","Female","2001",590,
