contents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Table 2 Deaths (numbers): area of usual residence, by age and sex, 2014 registrations,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,England and Wales
"England and Wales, England, regions, unitary authorities/counties/districts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Age group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Area of usual residence,All Ages,,Under 1,, 1 ­ 4,,5­9,, 10-14,,15-19,,20-24,,25-29,,30-34,,35-39,,40-44,,45-49,,50-54,,55-59,,60-64,,65-69,,70-74,,75-79,,80-84,,85-89,,90 and over,
,Males,Females,Males,Females,Males,Females,Males,Females,Males,Females,Males,Females,Males,Females,Males,Females,Males,Females,Males,Females,Males,Females,Males,Females,Males,Females,Males,Females,Males,Females,Males,Females,Males,Females,Males,Females,Males,Females,Males,Females,Males,Females
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGLAND AND WALES1       ,"245,142","256,282","1,460","1,229",271,198,162,130,173,119,536,293,959,413,"1,196",558,"1,523",861,"2,017","1,198","3,282","2,125","5,108","3,286","7,076","4,856","9,689","6,501","14,289","9,677","21,901","14,938","26,311","19,268","34,589","27,917","41,831","41,029","40,126","50,909","32,643","70,777"
Hackney                           ,549,496,12,6,2,2,1,0,1,0,3,2,5,5,3,1,4,4,7,6,15,2,25,15,27,20,34,28,42,27,47,30,48,35,87,73,73,78,70,76,43,86
Hammersmith and Fulham            ,438,408,4,4,0,0,0,0,0,0,2,0,0,1,1,1,2,6,4,3,13,3,12,8,26,13,17,13,25,22,37,23,55,29,60,41,63,60,68,87,49,94
Haringey                          ,632,541,4,5,2,4,2,0,0,0,4,1,3,4,12,6,12,4,12,3,18,10,16,16,22,16,43,16,48,36,62,42,73,58,89,50,85,84,65,95,60,91
Islington                         ,515,488,5,6,1,1,0,1,1,0,2,0,2,4,1,2,6,3,8,6,12,9,19,10,22,20,33,18,34,25,52,26,58,41,68,53,89,93,61,93,41,77
Kensington and Chelsea            ,384,401,2,4,1,1,0,0,1,0,0,1,2,1,2,3,5,1,6,1,4,8,9,5,13,11,21,12,24,18,40,25,38,31,60,44,55,51,45,67,56,117
Lambeth                           ,729,649,7,10,1,1,0,1,0,1,2,6,7,3,9,5,10,7,17,12,22,13,32,11,43,26,61,30,46,43,50,40,78,68,99,69,108,90,77,83,60,130
Lewisham                          ,766,770,9,10,2,1,0,1,2,0,3,0,1,2,8,6,6,8,7,8,14,9,33,19,41,18,49,16,60,29,62,50,78,52,98,92,98,126,111,152,84,171
Newham                            ,708,556,9,6,1,0,2,2,4,3,6,2,4,4,15,7,8,7,15,2,14,7,28,10,36,27,41,17,52,20,53,27,57,46,88,74,116,83,98,101,61,111
Southwark                         ,697,660,12,3,3,0,4,1,1,1,1,2,9,3,6,2,8,8,15,8,11,6,36,12,37,19,45,21,50,29,58,48,80,66,81,75,102,108,77,113,61,135
Tower Hamlets                     ,558,504,12,10,0,0,1,0,3,1,4,0,9,6,3,1,6,5,9,2,11,10,23,8,22,19,39,17,36,31,50,33,64,45,82,64,81,82,56,79,47,91
Wandsworth                        ,720,722,10,7,2,4,0,1,0,0,3,0,3,2,4,2,9,3,3,3,14,7,15,13,36,22,31,19,48,26,62,43,80,64,81,77,121,102,101,131,97,196
Westminster                       ,572,511,3,2,2,1,0,1,0,0,1,1,5,3,0,3,10,5,6,3,10,4,21,8,25,13,37,16,33,22,46,26,63,49,82,54,88,70,81,92,59,138
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OUTER LONDON                      ,"15,750","16,771",117,107,29,24,15,18,8,11,32,24,63,33,77,44,133,72,169,111,238,161,372,244,483,362,690,431,914,588,"1,349",913,"1,593","1,228","2,135","1,715","2,701","2,619","2,516","3,279","2,116","4,787"
Barking and Dagenham              ,605,661,10,3,0,2,0,1,0,1,3,2,6,3,1,1,6,3,10,12,13,14,23,14,18,14,37,18,42,28,57,30,66,42,74,77,102,105,79,134,58,157
Barnet                            ,"1,084","1,265",5,7,3,2,1,4,0,2,3,2,3,1,3,5,8,5,9,10,19,10,13,16,26,25,42,27,54,48,76,57,79,76,129,95,206,172,201,222,204,479
Bexley                            ,933,963,3,3,0,1,0,1,0,0,1,0,2,2,4,1,8,1,5,4,8,8,15,11,34,21,36,19,48,36,75,43,102,84,126,102,178,160,158,205,130,261
Brent                             ,880,732,10,9,4,0,3,1,0,1,1,0,3,0,9,3,11,3,12,5,16,10,22,20,41,24,51,19,45,32,76,35,92,83,126,92,146,122,120,130,92,143
Bromley                           ,"1,214","1,417",3,3,0,3,0,2,0,0,4,3,4,3,4,1,7,6,9,12,12,17,21,15,26,20,41,23,64,34,112,78,105,92,161,123,213,227,239,305,189,450
Croydon                           ,"1,152","1,256",12,11,3,1,1,0,1,1,1,1,4,5,10,6,6,5,22,9,16,10,28,24,40,32,51,39,61,50,104,83,135,87,168,131,181,184,171,243,137,334
Ealing                            ,931,958,7,10,3,0,1,0,0,0,1,1,4,1,1,2,14,8,8,7,22,10,34,16,45,24,36,33,72,35,77,56,105,87,125,118,139,141,135,159,102,250
Enfield                           ,980,"1,024",6,7,2,0,1,3,0,1,2,1,3,1,4,2,12,5,15,3,13,8,26,15,32,18,52,26,59,29,79,61,100,64,128,99,170,172,155,206,121,303
Greenwich                         ,745,845,10,7,0,2,0,1,2,0,2,1,2,2,4,1,8,2,10,4,10,10,25,13,28,15,26,28,54,36,74,53,86,71,89,83,129,116,103,183,83,217
Harrow                            ,740,713,7,3,0,0,0,0,0,0,1,0,3,3,4,1,6,7,11,4,12,10,16,9,17,11,27,22,46,16,54,27,68,68,100,88,134,104,117,136,117,204
Havering                          ,995,"1,198",2,2,1,0,0,0,1,0,1,2,0,0,2,2,3,3,8,3,13,8,21,6,29,16,36,25,50,47,66,63,94,75,155,132,183,216,194,237,136,361
Hillingdon                        ,920,944,4,4,3,2,3,1,0,0,0,3,3,0,4,2,6,3,8,6,12,6,12,10,32,17,44,28,55,28,85,64,79,54,124,97,169,164,128,180,149,275
Hounslow                          ,716,656,10,7,3,1,1,1,0,1,3,2,1,1,6,1,7,6,2,4,7,3,12,12,17,21,40,18,44,27,78,35,91,53,113,69,120,119,89,116,72,159
Kingston upon Thames              ,451,521,3,7,0,1,0,0,0,0,1,2,0,0,3,2,0,2,6,0,10,7,9,6,7,12,14,13,33,18,36,25,68,30,41,50,73,63,83,105,64,178
Merton                            ,592,621,2,7,0,2,1,0,1,0,1,1,2,2,2,1,5,3,5,3,10,6,16,4,15,15,30,14,28,26,58,37,53,45,82,60,108,97,95,131,78,167
Redbridge                         ,839,818,6,3,5,4,0,0,1,2,1,0,4,4,6,5,9,0,8,6,15,6,19,14,26,18,36,17,43,29,59,47,80,57,109,94,127,131,164,147,121,234
Richmond upon Thames              ,511,599,4,5,0,1,1,0,0,0,2,2,6,1,0,2,2,2,4,7,7,4,14,2,6,12,15,15,42,13,46,36,55,43,65,54,80,80,91,125,71,195
Sutton                            ,704,865,3,5,1,1,1,3,1,0,0,1,4,1,4,0,0,4,2,2,12,10,17,15,22,21,35,18,30,31,76,45,63,62,90,84,127,139,109,172,107,251
Waltham Forest                    ,758,715,10,4,1,1,1,0,1,2,4,0,9,3,6,6,15,4,15,10,11,4,29,22,22,26,41,29,44,25,61,38,72,55,130,67,116,107,85,143,85,169
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUTH EAST                        ,"37,109","39,862",175,158,33,23,27,21,27,14,54,43,136,62,154,76,199,110,238,160,398,314,637,432,965,676,"1,317",896,"1,933","1,384","3,170","2,074","3,729","2,708","5,093","4,054","6,514","6,169","6,560","8,148","5,750","12,340"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracknell Forest                ,333,335,1,0,0,1,0,1,1,0,0,0,3,0,2,1,1,1,3,2,1,4,5,2,4,13,12,9,24,14,34,20,41,18,51,45,59,53,43,58,48,93
Brighton and Hove               ,972,"1,004",9,4,1,0,0,1,0,0,1,3,1,3,10,4,10,3,9,6,15,10,28,20,25,16,53,28,54,39,87,48,89,55,115,87,156,152,172,205,137,320
Isle of Wight                   ,840,850,3,3,0,0,2,0,1,1,0,0,2,1,5,5,4,1,3,2,14,4,14,7,24,9,28,16,45,23,76,46,80,54,116,71,161,151,135,175,127,281
Medway                          ,"1,064","1,163",8,7,0,0,0,1,2,1,3,1,4,2,8,4,10,4,11,6,25,15,29,20,41,25,58,40,67,55,117,83,100,89,157,146,180,185,153,195,91,284
Milton Keynes                   ,839,848,12,5,3,1,1,1,1,1,2,1,3,3,6,0,8,4,8,2,8,11,20,12,31,19,37,37,62,50,93,55,90,56,117,102,123,122,116,149,98,217
Portsmouth                      ,863,852,6,4,1,2,0,0,0,0,1,0,5,3,4,5,9,2,12,6,11,4,16,7,39,17,31,27,62,34,92,45,102,78,121,105,137,144,114,146,100,223
Reading                         ,504,517,5,7,1,2,1,0,1,0,0,1,3,0,1,4,5,3,8,1,10,6,13,7,19,13,26,18,34,23,36,20,55,44,59,47,65,90,93,90,69,141
Slough                          ,402,353,6,3,2,1,2,1,2,0,2,3,3,0,4,3,7,6,1,2,11,3,7,4,20,10,23,9,27,13,31,22,41,32,58,43,49,66,65,62,41,70
Southampton                     ,923,837,6,3,0,1,0,3,0,0,1,0,2,1,3,2,6,1,9,4,13,8,21,10,31,18,44,19,62,33,92,50,112,65,114,87,148,140,133,149,126,243
West Berkshire                  ,580,567,1,3,1,0,0,0,0,0,1,0,2,1,0,0,8,5,2,2,13,5,13,8,12,11,23,17,39,21,61,29,75,35,83,57,88,96,91,125,67,152
Windsor and Maidenhead          ,592,612,0,5,1,1,0,0,1,0,0,0,3,1,1,0,3,1,5,2,3,8,14,4,16,11,16,9,34,22,48,30,55,39,69,56,106,94,121,127,96,202
Wokingham                       ,554,588,3,5,0,0,0,1,0,0,0,0,0,0,1,0,5,1,3,7,5,6,11,5,10,8,15,15,30,19,48,40,43,42,82,70,103,93,112,106,83,170
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buckinghamshire                   ,"1,957","2,057",10,9,2,0,2,1,3,0,2,3,6,7,6,4,8,9,11,7,18,17,27,15,45,31,75,33,97,75,137,99,189,131,296,230,337,316,375,431,311,639
Aylesbury Vale                    ,664,705,3,3,1,0,0,0,1,0,0,3,1,5,1,1,5,3,7,2,3,8,9,4,14,13,28,12,39,21,48,32,69,54,103,73,105,114,119,138,108,219
Chiltern                          ,378,386,3,3,0,0,1,0,1,0,0,0,3,1,1,0,2,1,1,1,6,3,2,5,12,4,15,6,19,9,30,24,31,11,49,47,70,56,78,95,54,120
South Bucks                       ,313,328,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,4,0,5,1,1,7,14,7,16,14,21,20,31,24,47,27,52,41,68,72,50,112
Wycombe                           ,602,638,3,2,1,0,1,1,1,0,1,0,2,0,3,3,1,5,2,3,5,6,11,5,18,7,18,8,23,31,38,23,58,42,97,83,110,105,110,126,99,188
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Sussex                       ,"2,888","3,281",13,8,4,1,1,1,1,1,7,3,4,2,9,4,10,8,17,13,25,20,29,25,59,44,83,64,132,108,232,147,284,200,389,296,514,519,538,688,537,"1,129"
Eastbourne                        ,568,697,4,4,1,0,1,0,0,0,1,1,1,0,1,2,2,1,4,2,6,4,7,6,9,7,11,15,28,19,52,25,49,29,64,71,87,117,119,136,121,258
Hastings                          ,441,508,3,2,2,0,0,0,0,0,2,0,1,1,0,1,3,2,4,5,7,4,7,7,14,8,21,13,28,22,48,25,52,44,58,53,73,69,59,94,59,158
Lewes                             ,497,506,1,1,1,0,0,0,0,0,0,1,1,1,3,1,0,1,3,2,1,4,5,2,8,6,22,9,23,17,41,21,49,36,67,38,95,78,97,121,80,167
Rother                            ,628,701,1,0,0,1,0,0,1,0,0,0,1,0,1,0,4,2,3,2,5,4,3,2,14,9,15,11,20,22,41,39,68,39,85,63,118,99,115,141,133,267
Wealden                           ,754,869,4,1,0,0,0,1,0,1,4,1,0,0,4,0,1,2,3,2,6,4,7,8,14,14,14,16,33,28,50,37,66,52,115,71,141,156,148,196,144,279
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hampshire                         ,"5,777","6,182",17,24,3,3,4,3,4,3,13,9,23,9,29,7,26,17,30,21,58,56,80,71,133,95,175,141,285,200,463,352,581,446,824,639,"1,055",953,"1,072","1,266",902,"1,867"
Basingstoke and Deane             ,648,634,2,8,0,0,0,2,1,1,1,2,1,3,1,0,3,3,4,2,9,13,14,8,19,9,24,17,41,29,62,44,67,45,111,67,112,100,95,125,81,156
East Hampshire                    ,519,571,1,4,0,0,0,0,0,0,0,0,4,1,4,0,2,1,4,3,3,4,2,5,13,5,14,14,29,23,40,29,46,41,75,62,101,81,93,116,88,182
Eastleigh                         ,472,512,1,1,0,1,0,0,1,0,1,1,3,0,1,0,1,1,1,0,7,9,11,8,9,10,16,12,25,19,50,33,48,32,71,60,77,75,72,103,77,147
Fareham                           ,536,635,0,2,0,0,2,0,0,0,0,0,1,0,2,1,2,0,2,2,3,4,8,7,12,5,14,15,25,22,40,33,46,50,73,64,117,111,113,123,76,196
Gosport                           ,390,388,2,0,0,0,0,0,0,2,2,1,2,1,2,0,4,3,4,3,7,4,5,4,13,12,18,13,22,7,40,16,38,36,46,43,67,72,62,76,56,95
Hart                              ,352,284,1,1,2,0,0,0,0,0,1,0,0,0,2,1,0,1,0,1,3,3,8,5,3,5,6,8,16,6,32,27,32,20,63,29,54,48,80,51,49,78
Havant                            ,585,670,0,2,0,1,1,0,2,0,2,2,3,0,7,1,1,1,3,2,4,6,10,13,19,9,19,12,33,23,45,41,66,58,70,76,127,110,98,127,75,186
New Forest                        ,961,"1,076",2,1,0,0,0,0,0,0,1,2,1,0,3,2,4,2,4,3,6,6,8,9,12,13,19,18,36,29,59,67,91,65,121,111,174,145,217,245,203,358
Rushmoor                          ,318,311,2,1,0,0,0,0,0,0,2,0,2,0,1,0,5,2,3,0,7,0,2,4,18,6,17,4,12,12,20,10,38,24,44,32,54,59,42,72,49,85
Test Valley                       ,480,529,5,2,0,1,0,0,0,0,1,0,3,2,2,1,2,2,2,2,4,3,5,7,7,12,15,17,26,14,40,27,52,38,75,48,90,72,90,99,61,182
Winchester                        ,516,572,1,2,1,0,1,1,0,0,2,1,3,2,4,1,2,1,3,3,5,4,7,1,8,9,13,11,20,16,35,25,57,37,75,47,82,80,110,129,87,202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kent                              ,"6,748","7,266",31,23,4,3,3,2,2,0,9,10,28,13,25,16,34,16,44,35,80,46,118,89,173,135,233,179,366,266,588,407,702,553,976,790,"1,213","1,123","1,151","1,445",968,"2,115"
Ashford                           ,502,585,4,1,1,0,0,0,0,0,1,2,1,0,5,0,4,0,6,3,5,6,8,9,19,10,17,23,27,24,39,38,41,37,62,62,93,85,87,123,82,162
Canterbury                        ,748,814,1,2,0,0,0,0,1,0,3,0,5,2,2,1,3,3,3,0,11,3,11,9,18,11,26,24,34,33,67,43,71,66,95,76,119,120,146,183,132,238
Dartford                          ,395,428,2,2,0,1,1,0,1,0,0,0,0,1,1,0,3,3,6,1,4,4,9,6,15,12,16,6,24,17,37,27,48,29,46,52,62,73,71,81,49,113
Dover                             ,604,627,1,3,0,1,0,0,0,0,1,1,4,3,0,5,2,0,4,0,8,3,5,5,13,16,22,16,36,35,54,31,61,46,99,64,103,109,99,111,92,178
Gravesham                         ,449,445,7,2,0,0,0,0,0,0,0,2,4,0,2,2,2,0,1,1,10,3,12,5,14,12,19,10,22,14,42,22,48,27,62,51,74,64,74,106,56,124
Maidstone                         ,665,766,1,2,1,0,1,0,0,0,3,1,3,1,0,1,2,3,4,3,9,3,13,9,13,13,23,12,33,34,69,42,62,64,88,83,127,120,120,160,93,215
Sevenoaks                         ,475,527,3,2,0,1,1,0,0,0,0,1,3,1,1,1,0,2,4,2,6,2,4,6,10,13,9,10,22,11,37,23,60,38,61,56,94,95,86,89,74,174
Shepway                           ,617,611,3,1,0,0,0,0,0,0,1,0,2,2,1,1,1,1,3,6,9,4,8,10,23,6,21,13,42,16,46,31,56,59,94,73,115,86,106,122,86,180
Swale                             ,647,621,2,5,2,0,0,0,0,0,0,0,4,2,2,4,7,1,6,5,3,5,16,7,21,13,28,18,29,23,58,38,68,48,110,81,134,99,94,112,63,160
Thanet                            ,790,862,7,2,0,0,0,0,0,0,0,0,1,1,5,0,3,0,4,8,11,5,15,10,13,11,28,30,53,28,73,57,93,66,128,90,127,127,109,167,120,260
Tonbridge and Malling             ,436,451,0,0,0,0,0,0,0,0,0,2,0,0,2,1,6,2,2,0,4,6,8,6,7,8,8,6,23,18,33,32,50,42,82,53,80,70,73,85,58,120
Tunbridge Wells                   ,420,529,0,1,0,0,0,2,0,0,0,1,1,0,4,0,1,1,1,6,0,2,9,7,7,10,16,11,21,13,33,23,44,31,49,49,85,75,86,106,63,191
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oxfordshire                       ,"2,592","2,807",14,8,3,3,7,0,3,4,4,2,13,3,12,4,14,6,13,14,24,23,35,29,65,46,94,42,125,84,205,118,249,185,368,279,488,445,443,596,413,916
Cherwell                          ,630,638,4,1,2,1,2,0,1,2,1,0,5,0,3,2,5,0,5,3,6,8,13,5,9,10,36,6,40,29,39,26,60,40,93,65,114,111,109,135,83,194
Oxford                            ,430,480,2,2,0,1,2,0,0,1,2,2,3,2,4,2,4,4,3,4,7,4,10,7,16,14,12,6,26,6,41,21,45,36,49,38,80,67,51,92,73,171
South Oxfordshire                 ,574,604,6,0,1,0,0,0,1,0,1,0,2,0,2,0,3,0,2,5,5,5,8,2,11,12,22,11,20,15,49,24,56,46,85,64,96,95,105,127,99,198
Vale of White Horse               ,512,520,1,2,0,1,3,0,1,0,0,0,1,1,1,0,1,2,1,1,4,3,3,6,16,3,13,10,27,16,44,25,56,28,76,60,96,88,92,121,76,153
West Oxfordshire                  ,446,565,1,3,0,0,0,0,0,1,0,0,2,0,2,0,1,0,2,1,2,3,1,9,13,7,11,9,12,18,32,22,32,35,65,52,102,84,86,121,82,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surrey                            ,"4,580","5,182",19,16,5,2,3,1,3,2,5,2,17,9,16,7,20,12,26,18,43,44,70,66,106,86,167,98,218,151,362,246,444,324,574,488,808,734,877,"1,142",797,"1,734"
Elmbridge                         ,468,569,2,1,1,0,0,1,2,0,0,0,4,0,1,0,5,2,0,0,3,8,7,9,11,8,15,10,21,16,42,20,30,30,50,47,80,75,86,129,108,213
Epsom and Ewell                   ,300,299,2,1,1,0,0,0,0,1,2,0,2,0,0,0,1,2,2,2,2,5,3,2,8,7,12,2,10,9,30,14,34,23,42,25,37,44,62,68,50,94
Guildford                         ,467,538,2,4,0,1,1,0,0,0,0,1,1,0,1,0,4,1,3,3,3,0,5,9,4,12,19,18,24,13,27,29,42,23,67,51,93,70,91,119,80,184
Mole Valley                       ,409,448,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,4,0,2,2,4,4,10,7,14,7,25,9,34,30,53,32,47,53,72,65,70,90,72,145
Reigate and Banstead              ,619,723,2,1,2,0,0,0,0,0,0,0,0,0,3,0,1,2,3,3,8,3,9,7,12,10,22,11,34,30,43,38,59,55,78,65,112,92,131,174,100,232
Runnymede                         ,299,317,1,0,0,1,1,0,0,1,0,1,0,0,2,1,1,1,0,2,4,5,4,3,12,2,6,7,14,7,21,17,41,22,41,37,46,56,55,63,50,91
Spelthorne                        ,421,442,2,2,0,0,0,0,0,0,1,0,2,0,2,0,1,1,3,5,6,4,7,8,12,9,15,9,20,16,33,18,41,34,45,43,91,71,75,84,65,138
Surrey Heath                      ,341,395,2,1,1,0,0,0,0,0,1,0,3,0,1,0,1,0,2,0,3,3,5,3,8,12,11,5,21,10,27,14,31,25,48,49,68,49,61,94,47,130
Tandridge                         ,365,441,2,1,0,0,0,0,1,0,0,0,1,3,1,2,0,0,1,0,5,5,4,5,10,5,17,8,13,14,31,18,34,23,53,34,64,56,71,97,57,170
Waverley                          ,537,610,1,4,0,0,1,0,0,0,1,0,2,1,1,0,4,3,4,2,1,6,12,9,15,5,18,11,21,13,41,28,46,37,61,51,95,90,106,130,107,220
Woking                            ,354,400,3,1,0,0,0,0,0,0,0,0,1,2,3,3,2,0,4,1,6,3,10,7,4,9,18,10,15,14,33,20,33,20,42,33,50,66,69,94,61,117
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Sussex                       ,"4,101","4,561",11,21,2,2,1,4,2,1,3,5,14,4,12,6,11,10,23,10,21,24,87,31,112,69,124,95,170,154,368,217,397,262,524,416,724,693,756,993,739,"1,544"
Adur                              ,333,361,0,2,0,0,1,0,1,0,0,0,2,1,0,1,0,0,2,2,1,3,8,1,8,5,9,9,14,7,34,20,29,25,31,39,64,59,68,68,61,119
Arun                              ,959,"1,090",0,3,0,0,0,1,0,0,1,1,4,1,3,2,2,0,11,2,11,6,20,10,22,20,22,13,35,32,78,63,104,64,135,106,158,159,184,241,169,366
Chichester                        ,659,697,3,1,0,0,0,1,1,1,1,0,0,1,0,0,3,0,0,2,2,1,10,1,8,9,20,19,27,19,54,33,75,38,91,68,116,118,117,149,131,236
Crawley                           ,347,350,3,2,1,0,0,1,0,0,0,0,1,0,1,1,2,3,2,0,3,4,8,4,12,7,19,11,24,23,30,17,33,27,42,29,58,59,57,89,51,73
Horsham                           ,603,625,3,4,0,1,0,0,0,0,0,1,1,0,3,0,1,3,3,1,0,5,16,4,21,11,15,15,26,29,54,34,61,38,69,64,104,77,121,116,105,222
Mid Sussex                        ,620,698,1,3,1,0,0,1,0,0,1,1,5,0,3,2,1,2,2,0,2,2,13,7,18,8,21,13,21,19,54,17,48,26,82,54,136,107,97,171,114,265
Worthing                          ,580,740,1,6,0,1,0,0,0,0,0,2,1,1,2,0,2,2,3,3,2,3,12,4,23,9,18,15,23,25,64,33,47,44,74,56,88,114,112,159,108,263
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUTH WEST                        ,"25,695","27,273",107,85,20,12,5,9,9,8,52,23,90,46,100,54,117,72,144,101,275,170,463,297,653,399,837,585,"1,313",923,"2,131","1,461","2,622","1,789","3,457","2,633","4,485","4,223","4,609","5,694","4,206","8,689"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bath and North East Somerset    ,744,815,1,2,1,0,1,0,0,0,1,1,0,0,4,0,5,1,4,2,7,5,16,7,21,9,27,24,34,20,45,30,59,42,101,67,133,151,145,193,139,261
Bournemouth                     ,930,985,4,1,1,0,0,0,0,0,4,1,6,2,5,3,6,1,8,4,13,8,14,11,17,6,38,14,63,27,70,55,92,69,100,74,153,133,162,219,174,357
Bristol‚ City of                ,"1,567","1,655",11,9,3,2,0,4,2,0,3,2,11,6,11,6,16,10,14,9,29,17,55,17,60,35,72,38,88,61,151,111,154,128,208,162,254,244,224,314,201,480
Cornwall and Isles of Scilly2,"2,881","3,008",10,11,2,1,1,0,1,0,6,0,13,7,16,8,13,10,23,12,38,18,38,28,85,55,83,68,157,124,264,177,315,188,399,283,506,472,489,609,422,937
North Somerset                  ,"1,077","1,104",2,3,0,0,0,0,0,0,2,1,3,1,9,1,6,5,3,5,10,8,21,11,26,16,31,31,55,48,80,65,117,79,162,97,182,151,190,231,178,351
Plymouth                        ,"1,120","1,146",5,7,1,3,0,0,0,0,1,1,5,4,9,2,5,5,12,6,17,8,27,17,44,17,43,26,66,40,100,69,126,90,165,147,185,177,185,220,124,307
Poole                           ,751,853,3,1,0,0,0,0,0,0,0,0,0,0,1,1,4,2,4,1,7,7,9,14,20,12,24,10,40,21,66,41,67,54,89,84,140,148,145,173,132,284
South Gloucestershire           ,"1,006","1,023",10,3,1,0,0,0,1,0,0,0,2,2,1,3,2,0,8,3,14,3,16,12,26,17,36,13,58,29,82,70,102,89,127,121,185,171,193,211,142,276
Swindon                         ,795,821,3,5,1,0,1,2,0,1,3,1,2,1,5,2,7,4,2,6,6,5,15,17,27,13,40,34,49,43,80,41,83,70,117,83,131,130,127,149,96,214
Torbay                          ,842,896,2,5,2,0,1,1,0,1,0,0,1,1,3,1,2,3,0,1,6,3,18,12,22,10,32,15,36,26,72,55,94,53,102,80,128,143,142,172,179,314
Wiltshire                       ,"2,067","2,243",12,6,0,1,1,0,1,1,5,3,8,2,3,7,10,3,10,3,21,18,38,28,48,35,64,49,106,64,180,118,203,149,313,205,353,361,378,464,313,726
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devon                             ,"4,025","4,352",15,8,2,1,0,1,1,1,7,4,11,6,12,8,18,9,21,18,42,25,69,37,83,47,115,93,179,146,316,220,408,254,543,402,703,649,759,969,721,"1,454"
East Devon                        ,811,"1,002",3,2,1,0,0,0,0,1,1,1,1,4,1,2,6,6,3,3,5,4,10,9,16,3,13,16,28,34,56,40,61,53,93,87,155,157,177,231,181,349
Exeter                            ,499,530,2,1,1,0,0,0,0,0,0,1,2,2,1,2,2,1,4,3,9,5,13,10,15,4,17,14,25,18,40,26,57,34,66,52,88,71,75,114,82,172
Mid Devon                         ,351,358,2,1,0,0,0,0,0,0,1,0,3,0,1,0,1,0,3,2,2,3,4,4,9,7,11,11,17,17,25,18,46,27,53,33,51,54,70,79,52,102
North Devon                       ,533,574,1,1,0,0,0,0,0,0,0,0,1,0,2,0,2,2,0,2,2,3,12,3,12,8,22,8,25,27,55,35,56,38,77,47,90,86,92,122,84,192
South Hams                        ,416,458,2,1,0,0,0,0,0,0,1,0,1,0,2,1,1,0,1,1,1,3,7,2,10,4,12,18,24,15,33,21,27,24,58,50,77,63,82,115,77,140
Teignbridge                       ,702,781,3,1,0,1,0,1,1,0,4,1,2,0,3,2,3,0,2,4,9,2,13,4,9,9,26,19,26,19,56,38,73,40,90,74,122,113,139,171,121,282
Torridge                          ,424,363,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,7,0,9,3,4,5,7,4,10,3,20,10,33,26,52,19,62,42,75,58,70,76,70,117
West Devon                        ,289,286,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,3,5,2,6,0,5,8,4,4,14,6,18,16,36,19,44,17,45,47,54,61,54,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dorset                            ,"2,343","2,469",4,3,2,0,0,0,0,2,3,4,6,1,4,1,4,7,11,6,8,10,26,22,29,31,49,39,101,76,180,123,225,159,304,256,425,369,469,544,493,816
Christchurch                      ,342,332,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,3,4,0,2,4,5,6,12,15,22,16,31,17,33,31,73,55,78,78,79,106
East Dorset                       ,490,542,1,0,1,0,0,0,0,0,0,2,0,1,0,0,2,1,4,1,1,2,4,2,2,5,8,6,18,11,40,18,39,33,52,53,94,91,113,130,111,186
North Dorset                      ,336,324,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,2,0,2,0,0,4,2,7,6,9,5,16,10,20,22,29,22,50,34,65,48,61,68,72,100
