"SUBJECT","Subject","LOCATION","Country","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CPALTT01","Consumer prices: all items","NLD","Netherlands","ST","Level, ratio or index","Q","Quarterly","2012-Q3","Q3-2012","IDX","Index","0","units","2010_100","2010=100",105.267180434367,,
"CPALTT01","Consumer prices: all items","NLD","Netherlands","ST","Level, ratio or index","Q","Quarterly","2012-Q4","Q4-2012","IDX","Index","0","units","2010_100","2010=100",105.885885339423,,
"CPALTT01","Consumer prices: all items","NLD","Netherlands","ST","Level, ratio or index","Q","Quarterly","2013-Q1","Q1-2013","IDX","Index","0","units","2010_100","2010=100",106.599215700547,,
"CPALTT01","Consumer prices: all items","NLD","Netherlands","ST","Level, ratio or index","Q","Quarterly","2013-Q2","Q2-2013","IDX","Index","0","units","2010_100","2010=100",107.610980192344,,
"CPALTT01","Consumer prices: all items","NLD","Netherlands","ST","Level, ratio or index","Q","Quarterly","2013-Q3","Q3-2013","IDX","Index","0","units","2010_100","2010=100",108.186011809985,,
"CPALTT01","Consumer prices: all items","NLD","Netherlands","ST","Level, ratio or index","Q","Quarterly","2013-Q4","Q4-2013","IDX","Index","0","units","2010_100","2010=100",107.534551939367,,
"CPALTT01","Consumer prices: all items","NLD","Netherlands","ST","Level, ratio or index","Q","Quarterly","2014-Q1","Q1-2014","IDX","Index","0","units","2010_100","2010=100",107.767476138917,,
"CPALTT01","Consumer prices: all items","NLD","Netherlands","ST","Level, ratio or index","Q","Quarterly","2014-Q2","Q2-2014","IDX","Index","0","units","2010_100","2010=100",108.673696852794,,
"CPALTT01","Consumer prices: all items","NLD","Netherlands","ST","Level, ratio or index","Q","Quarterly","2014-Q3","Q3-2014","IDX","Index","0","units","2010_100","2010=100",109.179579098693,,
"CPALTT01","Consumer prices: all items","NLD","Netherlands","ST","Level, ratio or index","Q","Quarterly","2014-Q4","Q4-2014","IDX","Index","0","units","2010_100","2010=100",108.506282584367,,
"CPALTT01","Consumer prices: all items","NLD","Netherlands","ST","Level, ratio or index","Q","Quarterly","2015-Q1","Q1-2015","IDX","Index","0","units","2010_100","2010=100",107.94216928858,,
"CPALTT01","Consumer prices: all items","NLD","Netherlands","ST","Level, ratio or index","Q","Quarterly","2015-Q2","Q2-2015","IDX","Index","0","units","2010_100","2010=100",109.630869735322,,
"CPALTT01","Consumer prices: all items","NLD","Netherlands","ST","Level, ratio or index","Q","Quarterly","2015-Q3","Q3-2015","IDX","Index","0","units","2010_100","2010=100",109.980256034647,,
"CPALTT01","Consumer prices: all items","NLD","Netherlands","ST","Level, ratio or index","Q","Quarterly","2015-Q4","Q4-2015","IDX","Index","0","units","2010_100","2010=100",109.179579098693,,
"CPALTT01","Consumer prices: all items","NLD","Netherlands","ST","Level, ratio or index","Q","Quarterly","2016-Q1","Q1-2016","IDX","Index","0","units","2010_100","2010=100",108.57179251549,,
